Time_s_Ex	Time_s_Rt	Defl_nm_Ex	Defl_nm_Rt	Defl_pN_Ex	Defl_pN_Rt	Defl_nm_Ex	Defl_nm_Rt	Defl_pN_Ex	Defl_pN_Rt	
4.379778e-001	9.233571e-001	-4.824697e+000	-5.108503e+000	-2.389031e+002	-2.529562e+002	-4.824697e+000	-5.108503e+000	-2.389031e+002	-2.529562e+002	
4.389258e-001	9.243051e-001	-4.805777e+000	-5.297707e+000	-2.379662e+002	-2.623250e+002	-4.805777e+000	-5.297707e+000	-2.379662e+002	-2.623250e+002	
4.398738e-001	9.252532e-001	-5.240945e+000	-5.051742e+000	-2.595143e+002	-2.501456e+002	-5.240945e+000	-5.051742e+000	-2.595143e+002	-2.501456e+002	
4.408218e-001	9.262012e-001	-4.786856e+000	-5.127423e+000	-2.370293e+002	-2.538931e+002	-4.786856e+000	-5.127423e+000	-2.370293e+002	-2.538931e+002	
4.417698e-001	9.271492e-001	-4.635493e+000	-5.354468e+000	-2.295343e+002	-2.651356e+002	-4.635493e+000	-5.354468e+000	-2.295343e+002	-2.651356e+002	
4.427178e-001	9.280972e-001	-4.711175e+000	-5.259866e+000	-2.332818e+002	-2.604512e+002	-4.711175e+000	-5.259866e+000	-2.332818e+002	-2.604512e+002	
4.436658e-001	9.290452e-001	-4.976060e+000	-5.203104e+000	-2.463981e+002	-2.576406e+002	-4.976060e+000	-5.203104e+000	-2.463981e+002	-2.576406e+002	
4.446138e-001	9.299932e-001	-4.843617e+000	-5.259866e+000	-2.398400e+002	-2.604512e+002	-4.843617e+000	-5.259866e+000	-2.398400e+002	-2.604512e+002	
4.455619e-001	9.309412e-001	-5.108503e+000	-5.373388e+000	-2.529562e+002	-2.660724e+002	-5.108503e+000	-5.373388e+000	-2.529562e+002	-2.660724e+002	
4.465099e-001	9.318892e-001	-5.108503e+000	-5.240945e+000	-2.529562e+002	-2.595143e+002	-5.108503e+000	-5.240945e+000	-2.529562e+002	-2.595143e+002	
4.474579e-001	9.328372e-001	-4.711175e+000	-5.013901e+000	-2.332818e+002	-2.482718e+002	-4.711175e+000	-5.013901e+000	-2.332818e+002	-2.482718e+002	
4.484059e-001	9.337853e-001	-4.843617e+000	-5.051742e+000	-2.398400e+002	-2.501456e+002	-4.843617e+000	-5.051742e+000	-2.398400e+002	-2.501456e+002	
4.493539e-001	9.347333e-001	-4.767936e+000	-5.051742e+000	-2.360925e+002	-2.501456e+002	-4.767936e+000	-5.051742e+000	-2.360925e+002	-2.501456e+002	
4.503019e-001	9.356813e-001	-4.673334e+000	-5.165264e+000	-2.314081e+002	-2.557668e+002	-4.673334e+000	-5.165264e+000	-2.314081e+002	-2.557668e+002	
4.512499e-001	9.366293e-001	-5.127423e+000	-5.013901e+000	-2.538931e+002	-2.482718e+002	-5.127423e+000	-5.013901e+000	-2.538931e+002	-2.482718e+002	
4.521979e-001	9.375773e-001	-4.673334e+000	-5.032821e+000	-2.314081e+002	-2.492087e+002	-4.673334e+000	-5.032821e+000	-2.314081e+002	-2.492087e+002	
4.531460e-001	9.385253e-001	-4.957139e+000	-5.316627e+000	-2.454612e+002	-2.632618e+002	-4.957139e+000	-5.316627e+000	-2.454612e+002	-2.632618e+002	
4.540940e-001	9.394733e-001	-4.919299e+000	-5.070662e+000	-2.435874e+002	-2.510824e+002	-4.919299e+000	-5.070662e+000	-2.435874e+002	-2.510824e+002	
4.550420e-001	9.404213e-001	-5.070662e+000	-5.013901e+000	-2.510824e+002	-2.482718e+002	-5.070662e+000	-5.013901e+000	-2.510824e+002	-2.482718e+002	
4.559900e-001	9.413694e-001	-4.730095e+000	-5.278786e+000	-2.342187e+002	-2.613881e+002	-4.730095e+000	-5.278786e+000	-2.342187e+002	-2.613881e+002	
4.569380e-001	9.423174e-001	-4.900379e+000	-5.051742e+000	-2.426506e+002	-2.501456e+002	-4.900379e+000	-5.051742e+000	-2.426506e+002	-2.501456e+002	
4.578860e-001	9.432654e-001	-4.994980e+000	-5.259866e+000	-2.473349e+002	-2.604512e+002	-4.994980e+000	-5.259866e+000	-2.473349e+002	-2.604512e+002	
4.588340e-001	9.442134e-001	-4.957139e+000	-5.222025e+000	-2.454612e+002	-2.585775e+002	-4.957139e+000	-5.222025e+000	-2.454612e+002	-2.585775e+002	
4.597820e-001	9.451614e-001	-5.089582e+000	-5.108503e+000	-2.520193e+002	-2.529562e+002	-5.089582e+000	-5.108503e+000	-2.520193e+002	-2.529562e+002	
4.607300e-001	9.461094e-001	-4.994980e+000	-4.994980e+000	-2.473349e+002	-2.473349e+002	-4.994980e+000	-4.994980e+000	-2.473349e+002	-2.473349e+002	
4.616781e-001	9.470574e-001	-4.976060e+000	-5.203104e+000	-2.463981e+002	-2.576406e+002	-4.976060e+000	-5.203104e+000	-2.463981e+002	-2.576406e+002	
4.626261e-001	9.480054e-001	-4.843617e+000	-5.316627e+000	-2.398400e+002	-2.632618e+002	-4.843617e+000	-5.316627e+000	-2.398400e+002	-2.632618e+002	
4.635741e-001	9.489534e-001	-4.635493e+000	-5.070662e+000	-2.295343e+002	-2.510824e+002	-4.635493e+000	-5.070662e+000	-2.295343e+002	-2.510824e+002	
4.645221e-001	9.499015e-001	-4.938220e+000	-5.392309e+000	-2.445243e+002	-2.670093e+002	-4.938220e+000	-5.392309e+000	-2.445243e+002	-2.670093e+002	
4.654701e-001	9.508495e-001	-4.616573e+000	-5.297707e+000	-2.285975e+002	-2.623250e+002	-4.616573e+000	-5.297707e+000	-2.285975e+002	-2.623250e+002	
4.664181e-001	9.517975e-001	-4.900379e+000	-5.240945e+000	-2.426506e+002	-2.595143e+002	-4.900379e+000	-5.240945e+000	-2.426506e+002	-2.595143e+002	
4.673661e-001	9.527455e-001	-4.540891e+000	-5.089582e+000	-2.248500e+002	-2.520193e+002	-4.540891e+000	-5.089582e+000	-2.248500e+002	-2.520193e+002	
4.683141e-001	9.536935e-001	-4.824697e+000	-5.089582e+000	-2.389031e+002	-2.520193e+002	-4.824697e+000	-5.089582e+000	-2.389031e+002	-2.520193e+002	
4.692622e-001	9.546415e-001	-4.673334e+000	-5.373388e+000	-2.314081e+002	-2.660724e+002	-4.673334e+000	-5.373388e+000	-2.314081e+002	-2.660724e+002	
4.702102e-001	9.555895e-001	-4.843617e+000	-5.165264e+000	-2.398400e+002	-2.557668e+002	-4.843617e+000	-5.165264e+000	-2.398400e+002	-2.557668e+002	
4.711582e-001	9.565375e-001	-4.540891e+000	-5.240945e+000	-2.248500e+002	-2.595143e+002	-4.540891e+000	-5.240945e+000	-2.248500e+002	-2.595143e+002	
4.721062e-001	9.574856e-001	-4.332767e+000	-5.449069e+000	-2.145443e+002	-2.698199e+002	-4.332767e+000	-5.449069e+000	-2.145443e+002	-2.698199e+002	
4.730542e-001	9.584336e-001	-3.802996e+000	-5.070662e+000	-1.883118e+002	-2.510824e+002	-3.802996e+000	-5.070662e+000	-1.883118e+002	-2.510824e+002	
4.740022e-001	9.593816e-001	-3.519191e+000	-5.240945e+000	-1.742587e+002	-2.595143e+002	-3.519191e+000	-5.240945e+000	-1.742587e+002	-2.595143e+002	
4.749502e-001	9.603296e-001	-2.875898e+000	-5.259866e+000	-1.424050e+002	-2.604512e+002	-2.875898e+000	-5.259866e+000	-1.424050e+002	-2.604512e+002	
4.758982e-001	9.612776e-001	-2.156923e+000	-5.089582e+000	-1.068037e+002	-2.520193e+002	-2.156923e+000	-5.089582e+000	-1.068037e+002	-2.520193e+002	
4.768462e-001	9.622256e-001	-1.229825e+000	-5.203104e+000	-6.089686e+001	-2.576406e+002	-1.229825e+000	-5.203104e+000	-6.089686e+001	-2.576406e+002	
4.777943e-001	9.631736e-001	-1.702834e-001	-5.335547e+000	-8.431873e+000	-2.641987e+002	-1.702834e-001	-5.335547e+000	-8.431873e+000	-2.641987e+002	
4.787423e-001	9.641216e-001	7.189964e-001	-5.297707e+000	3.560233e+001	-2.623250e+002	7.189964e-001	-5.297707e+000	3.560233e+001	-2.623250e+002	
4.796903e-001	9.650697e-001	1.173099e+000	-5.240945e+000	5.808801e+001	-2.595143e+002	1.173099e+000	-5.240945e+000	5.808801e+001	-2.595143e+002	
4.806383e-001	9.660177e-001	2.175910e+000	-5.032821e+000	1.077439e+002	-2.492087e+002	2.175910e+000	-5.032821e+000	1.077439e+002	-2.492087e+002	
4.815863e-001	9.669657e-001	3.235484e+000	-5.203104e+000	1.602105e+002	-2.576406e+002	3.235484e+000	-5.203104e+000	1.602105e+002	-2.576406e+002	
4.825343e-001	9.679137e-001	4.370741e+000	-5.013901e+000	2.164247e+002	-2.482718e+002	4.370741e+000	-5.013901e+000	2.164247e+002	-2.482718e+002	
4.834823e-001	9.688617e-001	5.543841e+000	-5.013901e+000	2.745127e+002	-2.482718e+002	5.543841e+000	-5.013901e+000	2.745127e+002	-2.482718e+002	
4.844303e-001	9.698097e-001	6.035786e+000	-5.032821e+000	2.988722e+002	-2.492087e+002	6.035786e+000	-5.032821e+000	2.988722e+002	-2.492087e+002	
